,text,original_label,identifier,label,column
3137,52 Tools that help potential re users to find documents available for re use and the conditions for re use can facilitate considerably the cross border use of public sector documents Member States should therefore ensure that practical arrangements are in place that help re users in their search for documents available for re use Assets lists accessible preferably online of main documents documents that are extensively re used or that have the potential to be extensively re used and portal sites that are linked to decentralised assets lists are examples of such practical arrangements,1,2018/0111(COD)_69,1,COM
3138,Chapter II Information obligations and content of the package travel contract,999,2013/0246(COD)_127,2,COM
3139,This Regulation establishes the technical requirements for the EC type approval of vehicles regarding the 112 based eCall in vehicle system,1,2013/0165(COD)_39,1,EP
3140,Art 26 7 c,999,2016/0382(COD)_616,2,COM
3141,,999,2016/0031(COD)_77,2,Council
3142,COM Proposal,999,2010/0160(COD)_0,2,COM
3143,Amendment 82 b Surveys studies analyses and reports including through the funding of networks and development of expertise on thematic priorities,999,2011/0270(COD)_167,2,EP
3144,2 This Regulation shall not apply to transfers of funds carried out using a payment card an electronic money instrument or a mobile telephone or any other digital or IT prepaid or postpaid device with similar characteristics where the following conditions are fulfilled,0,2013/0024(COD)_27,0,Council
3145,35 It is necessary to ensure that the European Parliament and the Council are kept regularly informed about the implementation of the programmes In addition the European Parliament the Council and the Commission will meet in the Galileo Interinstitutional Panel in accordance with the Joint declaration on the Galileo Interinstitutional Panel of 9 July 2008,0,2011/0392(COD)_90,0,Council
3146,11 All final ratified agreements covered by this Decision should be transmitted to the Commission in order to allow for full information of all other Member States,1,2011/0238(COD)_16,1,COM
3147,ST 9011 1 18 REV 1,999,2018/0012(COD)_531,2,Council
3148,bb economic operators concerned can make the information available to the competent authorities in accordance with Article 4,999,2018/0140(COD)_145,2,Council
3149,d travel board and lodging accommodation is provided or reimbursed by the employer who posts the worker and if so how this is done as well as,999,2012/0061(COD)_121,2,Council
3150,e In paragraph 5 the first subparagraph is replaced by the following 5 Clinical training is that part of nurse training in which trainee nurses learn as part of a team and in direct contact with a healthy or sick individual and or community to organise dispense and evaluate the required comprehensive nursing care on the basis of the knowledge skills and competences which they have acquired The trainee nurse should learn not only how to work in a team but also how to lead a team and organise overall nursing care including health education for individuals and small groups within the health institute or in the community,999,2011/0435(COD)_332,2,Council
3151,a independently of resolution action or,999,2016/0362(COD)_638,2,EP
3152,10a In order to confront these challenges the sector needs to improve its audience development skills which can bring cultural social and economic benefits cultural in the sense of helping European works reach larger audiences and fostering meaningful engagement social by helping to reach young people and the disadvantaged and economic by helping to create new revenue streams,999,2011/0370(COD)_20,2,EP
3153,Having regard to the proposal from the European Commission,999,2016/0280(COD)_4,2,COM
3154,By date no later than eight years after adoption at the latest the Commission shall submit to the European Parliament and the Council an ex post evaluation accompanied where appropriate by proposals for its review in order to measure the impact of the Directive and its added value,0,2016/0151(COD)_344,0,Council
3155,1 The following depositors shall not be entitled to any repayment by DGSs,999,2010/0207(COD)_155,2,Council
3156,1 Applications for protection of a geographical indication of aromatised wine products in accordance with Article 11 originating in the Union shall be subject to a preliminary national procedure in accordance with paragraphs 2 to 7 of this Article,0,2011/0231(COD)_77,0,COM
3157,,999,2016/0377(COD)_233,2,Council
3158,Failing that Member States may subject to Article 38 1 of Directive 2006 48 EC stipulate that branches established by a credit institution which has its head office outsidethe Union must join Deposit Guarantee Schemes in operation within their territories,0,2010/0207(COD)_320,0,EP
3159,j variable means a characteristic of a unit being observed that may assume more than one of a set of values,999,2016/0389(COD)_64,2,Council
3160,3c In Article 12 the following paragraph is added 4a The Commission shall by 31 December 2013 submit revised implementing provisions for eco innovation approval so as to facilitate application procedures for the deployment of innovative technologies and subsequently issue a manual setting out the correct application procedures,1,2012/0191(COD)_47,1,EP
3161,13 Since the objective of this Regulation namely to establish the European statistical programme 2013 to 2017 cannot be sufficiently achieved by the Member States and can therefore be better achieved at the level of the European Union the European Union may adopt measures in accordance with the principle of subsidiarity as set out in Article 5 of the Treaty In accordance with the principle of proportionality as set out in that Article this Regulation does not go beyond what is necessary in order to achieve that objective,1,2011/0459(COD)_32,1,Council
3162,g the content of reports referred to in Article 86,999,2011/0288(COD)_682,2,COM
3163,This Regulation shall be binding in its entirety and directly applicable in all Member States,1,2016/0287(COD)_92,1,COM
3164,4 Where the market surveillance authorities of a Member State intend to carry out sample checks they may request the manufacturer to make the necessary samples available at its own cost in the territory of that Member State,1,2012/0358(COD)_205,1,COM
3165,Those items referred to in the first subparagraph shall be made public on a dedicated section of the Authoritys website That section shall be publicly available and easily accessible The relevant items shall be available to download print and search through in an electronic format,999,2018/0088(COD)_117,2,COM
3166,a location of port reception 1 facilities applicable to each berth 8 8,999,2018/0012(COD)_310,2,COM
3167,3 Member States shall take the necessary measures to ensure that where an EETS provider has sent a Toll Charger a list of invalidated OBE referred to in Article 4a 7 the EETS provider shall not be held liable for any further toll incurred through the use of such invalidated OBE The number of entries in the list of invalidated OBE the list s format and its updating frequency shall be agreed between Toll Chargers and EETS providers,999,2017/0128(COD)_236,2,Council
3168,12 Harmonised standard means a European standard as defined in Article 2 1 c of Regulation EU No 1025 2012 8,999,2015/0149(COD)_95,2,COM
3169,References to the repealed Directive 4 shall be construed as references to this 2 Directive,999,2018/0012(COD)_584,2,COM
3170,1 Mediterranean swordfish shall not be caught either as targeted species or as by catch retained on board transhipped or landed during the period from 1 January to 31 March of each year Alternatively Member States may choose to apply a closure period from 1 October to 30 November and during an additional period of one month between 15 February and 31 March Concerned Member States shall inform the Commission thereof without delay,1,2018/0109(COD)_93,1,Council
3171,Regulation EC No 216 2008 is repealed Regulation EC No 552 2004 is repealed however,999,2015/0277(COD)_714,2,EP
3172,7 The equality of treatment of beneficiaries of international protection in the Member State which granted them international protection should be without prejudice to the rights and benefits guaranteed under Directive 2004 83 EC,0,2007/0112(COD)_16,0,Council
3173,1 If there is serious doubt that a railway undertaking which it has licensed complies with the requirements of this Chapter and in particular those of Article 18 the licensing authority may at any time check whether that railway undertaking does in fact comply with those requirements,1,2010/0253(COD)_310,1,Council
3174,3 The Executive Director shall inform without delay the Management Board and the European Data Protection Supervisor of cases where he she applied paragraph 2,999,2013/0091(COD)_521,2,EP
3175,1 A licence shall be valid throughout the territory of the Union,1,2010/0253(COD)_305,1,Council
3176,Chapter IV Post marketing authorisation measures,999,2014/0257(COD)_741,2,Council
3177,24 For the purpose of efficient comparison and exchange of personal data Member States should fully implement and make use of the existing international agreements as well as of Union law concerning the exchange of personal data already in force in particular of Decision 2008 615 JHA,1,2016/0106(COD)_38,1,COM
3178,Article 6 Common provisions,999,2016/0280(COD)_155,2,COM
3179,no change,1,2013/0243(COD)_20,1,Council
3180,AMD 38 37 The Commission should be free to consult the contact committee on any matter relating to audiovisual media services and videosharing platforms It should also be possible for the ERGA to assist the Commission by providing its expertise and advice and by facilitating exchange of best practices The Commission should be able to consult the contact committee in the application of Directive 2010 13 EU with a view to facilitating its consistent implementation across the Digital Single Market The contact committee should decide on opinions including on jurisdiction and Union rules and codes of conduct in the area of protection of minors and hate speech as well as for audiovisual commercial communications for foods high in fat salt sodium and sugars drafted by the ERGA in order to facilitate coordination with the law of the Member States,1,2016/0151(COD)_57,1,EP
3181,23 Some economic activities have a negative impact on the environment and a substantial contribution to one or more environmental objectives can be achieved by reducing such negative impact For those economic activities it is appropriate to set out technical screening criteria that require a substantial improvement in environmental performance compared to inter alia the industry average butat the same time avoids carbon intensive lock in during the economic lifetime of the funded economic activity Those criteria should also consider the long term impact of a specific economic activity,999,2018/0178(COD)_66,2,Council
3182,13 The PES Network should provide mutual assistance to the benefit of its members and help support each other in the modernisation of organisational structures and service delivery by enhancing co operation in particular transfer of knowledge study visits and staff exchanges,0,2013/0202(COD)_45,0,COM
3183,3,999,2014/0257(COD)_1527,2,Council
3184,la online marketplace means a service provider which allows consumers to conclude online contracts with traders and consumers on the online marketplaces online interface,999,2018/0090(COD)_1,2,EP
3185,deleted,999,2017/0226(COD)_77,2,Council
3186,32 Since the objectives of the proposed action aiming at facilitating the deployment of physical infrastructures suitable for high speed electronic communications networks across the Union cannot be sufficiently achieved by the Member States and can therefore by reason of the scale or effects of the action be better achieved at Union level the Union may adopt measures in accordance with the principle of subsidiarity as set out in Article 5 of the Treaty In accordance with the principle of proportionality as set out in that Article this Directive does not go beyond what is necessary in order to achieve those objectives,1,2013/0080(COD)_37,1,Council
3187,d the preferential tariff measures contained in agreements which the Union has concluded with certain countries or territories outside the customs territory of the Union or groups of such countries or territories,999,2012/0027(COD)_604,2,EP
3188,1 For the application of the Common Customs Tariff duty rate for products of the fruit and vegetables and processed fruit and vegetables sectors and for grape juice and musts the entry price of a consignment shall be equal to its customs value calculated in accordance with the provisions of Regulation EC No 2913 1992 of 12 October 1992 establishing the Community Customs Code3 the Customs Code and Regulation EC No 2454 93 of 2 July 1993 laying down provisions for the implementation of Council Regulation EEC No 2913 92 establishing the Community Customs Code CCIP,0,2011/0281(COD)_792,0,COM
3189,3 The information referred to in paragraph 1 and 2 shall be published on the institutional investor s website Member States may provide that this information is published through other means that are easily accessible on line Member States may provide that institutional investors regulated by Directive 2009 138 EC include this information in their report on solvency and financial condition referred to in Article 51 of that Directive,0,2014/0121(COD)_282,0,Council
3190,,999,2011/0202(COD)_3456,2,Council
3191,9 The Commission and the competent authorities shall cooperate closely in order to examine any difficulties which might arise in the application of Article 3 10 of Directive 96 71 EC,1,2012/0061(COD)_171,1,EP
3192,5 Without prejudice to the right of Member States to introduce electronic road toll systems for light duty vehicles based on satellite positioning or mobile communications EETS providers may provide until 31 December 2027 users of light duty vehicles with OBE suitable for use only with the 5 8 GHz microwave technology to be used in EETS domains which do not require satellite positioning or mobile communications technologies,0,2017/0128(COD)_174,0,Council
3193,16 The objectives of the proposed European Year for Active Ageing cannot be fully achieved at Member State level due to the need for transnational exchange of information and the Union wide dissemination of good practice and can therefore by reason of the scale of the proposed action be better achieved at Union level Inaccordance with the principle of proportionality as set out in Article 5 of the Treaty on the European Union this Decision does not go beyond what is necessary to achieve those objectives,1,2010/0242(COD)_72,1,Council
3194,1 The Agency shall carry out its activities with a high level of transparency and in accordance with Article 25 2 The Agency shall ensure that the public and any interested parties are given appropriate objective reliable and easily accessible information in particular with regard to the results of its work It shall also make public the declarations of interest made in accordance with Article 22,1,2017/0225(COD)_357,1,COM
3195,interoperability and secure system operation,999,2011/0300(COD)_106,2,COM
3196,4 The Commission s decision to suspend the clearing obligation shall be published in n the Official Journal of the European Union on the Commission s website and in the public register referred to in Article6,1,2017/0090(COD)_136,1,EP
3197,AM 36 62 Where medicinal products are authorised within a Member State and have been prescribed in that Member State by amember of a regulated animal health profession veterinarian or other persons authorised to do so under national law for an individual animal or group of animals it should in principle be possible for that veterinary prescription to be recognised and for the medicinal product to be dispensed in another Member State provided that the other Member Stateauthorises persons with similar qualifications to issue prescriptions The removal of regulatory and administrative barriers to such recognition should not affectany professional or ethical dutyfor dispensing professionals to refuse to dispense the medicine stated in the prescription,1,2014/0257(COD)_109,1,EP
3198,13h In order to adapt the Annexes of this Directive to developments in best practice the power to adopt acts in accordance with,0,2017/0121(COD)_154,0,EP
3199,Article 1 paragraph 1 introductory part,999,2017/0328(COD)_5,2,COM
3200,interoperability system stability and secure system operation,999,2011/0300(COD)_106,2,EP
3201,1 The Agency may be requested to provide advice to Member States with regard to the national systems connection to the central systems and ad hoc support to Member States The requests for ad hoc support shall be submitted to the Commission which shall transmit them to the Agency It may also be requested to provide advice or support to the Commission on technical issues related to existing or new systems including by way of studies and testing,1,2017/0145(COD)_224,1,COM
3202,Amendment 23 Article 4 title,999,2018/0140(COD)_106,2,EP
3203,1 Each Member State shall designate a national supervisory authority with the task of monitoring independently in accordance with its national law the permissibility of the transfer the retrieval and any communication to Europol of personal data by the Member State concerned and to examine whether such transfer retrieval or communication violates the rights of the data subject For this purpose the national supervisory authority shall have access at the National Unit or at liaison officers premises to data submitted by its Member State to Europol in accordance with the relevant national procedures and to logs and documentation referred to in Article 43,1,2013/0091(COD)_734,1,Council
3204,44 credit enhancement means a contractual arrangement whereby the credit quality of a position in a securitisation is improved in relation to what it would have been if the enhancement had not been provided including the enhancement provided by more junior tranches in the securitisation and other types of credit protection,999,2011/0202(COD)_219,2,Council
3205,c pyrotechnic articles intended for non commercial use in accordance with national law by the armed forces the law enforcement authorities or the fire department,999,2018/0103(COD)_43,2,EP
3206,Whereas,999,2018/0179(COD)_9,2,Council
3207,19c On 19 May 2015 the European Parliament adopted a resolution on safer healthcare in Europe improving patient safety and fighting antimicrobial resistance,999,2014/0255(COD)_43,2,EP
3208,7 Article 10b 1 is replaced by the following The Commission shall be is empowered to adopt delegated acts in accordance with Article 87b to supplement this Regulation by determining the situations in which postauthorisation efficacy studies may be required under point cc of Article 9 4 and point b of Article 10a 1,1,2014/0256(COD)_36,1,Council
3209,40 The European Data Protection Supervisor was consulted in accordance with Article 28 2 of Regulation EC No 45 2001 of the European Parliament and of the Council 44 and delivered an opinion on,999,2018/0088(COD)_58,2,Council
3210,Undertakings required to report on payments to governments,999,2011/0308(COD)_448,2,COM
3211,1 The Commission shall be assisted by the European Statistical System Committee established by Regulation EC No 223 2009 That committee shall be a committee within the meaning of Regulation EU No 182 2011,1,2011/0440(COD)_75,1,Council
3212,1 For the purposes ofArticle 52 1 the manufacturer of systems components or separate technical units shall submit to the approval authority a test report drafted by a designated technical service which certifies that the systems components or separate technical units forwhich authorisation is sought comply with the requirements referred to in Article 52 4 The manufacturer may submit only one application per type per part to only one approval authority,999,2010/0271(COD)_684,2,COM
3213,3 The amendments to the Stability and Growth Pact increase both the guidance and for the Member States whose currency is the euro incentives for the setting and the implementation of a prudent budgetary policy while avoiding excessive government deficits These provisions have created a more robust framework at the level of the Union for the surveillance of national economic policies,0,2011/0386(COD)_11,0,COM
3214,6 This Regulation sets out a common framework of rules on how to prevent prepare for and manage electricity crisis situations bringing more transparency in the preparation phase and during an electricity crisis and ensuring that even in a crisis electricity is delivered where it is needed most It requires Member States to cooperate at regional level in a spirit of solidarity It also sets out a framework for an effective monitoring of security of supply in Europe via the Electricity Coordination Group This should result in better risk preparedness at a lower cost It should also strengthen the internal energy market by enhancing trust and confidence across Member States and ruling out inappropriate state interventions in crisis situations in particular avoiding undue curtailment of cross border flows,1,2016/0377(COD)_10,1,COM
3215,e health safety and hygiene at work,999,2016/0070(COD)_100,2,COM
3216,17 conformity assessment means the process demonstrating whether marine equipment complies with the requirements laid down in this Directive in accordance with Article 15,999,2012/0358(COD)_73,2,COM
3217,Article 33 Reporting,999,20130136(COD)_trilogue1_art1-81_555,2,COM
3218,Recital 13b new,999,2016/0231(COD)_60,2,COM
3219,1 Institutions shall calculate their leverage ratio according to the methodology set out in paragraphs 2 to 10,999,2011/0202(COD)_4572,2,COM
3220,Amendment 31 Recital 22 a new,999,2012/0278(COD)_85,2,COM
3221,,999,20130136(COD)_trilogue1_art170-229_197,2,Council
3222,4 The Commission shall adopt delegated acts in accordance with Article 12 supplementing this Regulation by laying down detailed rules concerning the specific test procedures and technical requirements for,1,2018/0145(COD)_97,1,EP
3223,25b The Commission in cooperation with Member States should elaborate guidance on common classification criteria for vessels for the purpose of voluntary environmental charging taking into account internationally agreed standards,1,2013/0157(COD)_96,1,Council
3224,3 Efficient and resilient post trading systems and collateral markets are essential elements for a well functioning Capital Markets Union and they deepen the efforts to support investments growth and jobs in line with the political priorities of the Commission,999,2017/0090(COD)_11,2,COM
3225,ST 8784 12 COM 2012 162 final 8 The following Article 9a is inserted Article 9a Training Member States shall ensure that any person responsible for the identification and registration of animals receives instructions and guidance on the relevant provisions of this Regulation and of any delegated and implementing acts adopted by the Commission on the basis of Articles 10 and 10a and that appropriate training courses are available,1,2011/0228(COD)_71,1,COM
3226,16 Only where it concerns the need to address urgencies and crisis situations that could arise within the mandate period and which are recognised as Union external policy priorities the ceiling for reallocation between the regions by the EIB in the course of the mandate should be increased from 10 to 20 The private sector mandate of EUR 2 300 000 000 and the amount of EUR 1 400 000 000 dedicated to public sector projects cannot be reallocated because its purpose is to address root causes of migration,0,2016/0274(COD)_30,0,COM
3227,The investments supported shall be consistent with the aims of this Directive as well as the objectives of the Union s 2030 climate and energy policy framework and the long term objectives as expressed in the Paris Agreement,0,2015/0148(COD)_276,0,Council
3228,3 Where in the case of emerging risks imperative grounds of urgency so require the procedure provided for in Article 254 shall apply to rules adopted pursuant to paragraph 1 of this Article,999,20130136(COD)_trilogue1_art1-81_750,2,COM
3229,Where the first subparagraph applies the institution shall not undertake any of the following actions before it has calculated the MDA,999,2016/0364(COD)_715,2,COM
3230,1 National competent authorities shall have access to data entered in SIS and the right to search such data directly or in a copy of SIS data for the purposes of,0,2016/0409(COD)_548,0,Council
3231,1 Horizon 2020 shall support indirect actions through one or several of the forms of funding provided for by Regulation EU No XX 2012 New Financial Regulation in particular grants prizes procurement and financial instruments,1,2011/0401(COD)_70,1,COM
3232,Article 43 Access rights principles,999,2011/0399(COD)_442,2,EP
3233,2 marine biological resources means available and accessible living marine aquatic species including anadromous and catadromous species during their marine life,999,2011/0195(COD)_131,2,Council
3234,Union whilst respecting the working conditions and social protection for the drivers,999,2017/0121(COD)_10,2,EP
3235,no change,1,2011/0384(COD)_125,1,EP
3236,b has a plan guaranteeing effective implementation of any withdrawal or recall ordered by the competent authorities or the Commission or undertaken in cooperation with the manufacturer or marketing authorisation holder of the veterinary medicinal product in question,999,2014/0257(COD)_1232,2,Council
3237,9 The decarbonisation of the electricity sector with renewable energy becoming a major part of the market is a core objective of the Energy Union As the Union moves towards the decarbonisation of the electricity sector and increasing penetration of renewable energy sources it is crucial that the market removes existing barriers to cross border trade and encourages investments into supporting infrastructure for example more flexible generation interconnection demand response and storage To support this shift to variable and distributed generation and to ensure that energy market principles are the basis for the Union s electricity markets of the future a renewed focus on short term markets and scarcity pricing is essential,999,2016/0379(COD)_19,2,COM
3238,5b At an operational level the programme should implement operate and support the European Information Systems support administrative cooperation activities reinforce skills and competences of tax officials enhance the understanding and implementation of Union law on taxation and support the improvement of administrative procedures and the sharing and dissemination of good administrative practices,1,2011/0341B(COD)_12,1,Council
3239,3a National agencies shall cooperate with specialised youth information services that inform reach out guide and support young people especially those from a disadvantaged background in order to ensure a coherent and diverse dissemination and outreach,1,2017/0102(COD)_217,1,EP
3240,2 Where the competent authority identifies serious deficiencies in the establishment as regards compliance with the requirements laid down in Article 179 1 and the rules adopted pursuant to Article 179 2 and the operator is not able to provide adequate guarantees that those deficiencies will be resolved the competent authority shall initiate procedures to withdraw the establishment s approval,999,20130136(COD)_trilogue1_art170-229_129,2,Council
3241,Article 29,999,2009/0129(COD)_65,2,COM
3242,4 Information shall in any case be considered to be confidential if its disclosure is likely to have a significantly adverse effect upon the supplier or the source of such information,999,2011/0263(COD)_90,2,COM
3243,no change,0,2016/0325(COD)_19,0,Council
3244,Amendment 125 b its name in the official language or languages of the Member State c where applicable in addition to those referred to in points a and b any other name or names that are accepted or permitted locally or regionally,999,2011/0194(COD)_247,2,EP
3245,2 It is necessary to increase the effectiveness of the European system to return illegally staying third country nationals This is essential for maintaining public trust in the Union migration and asylum policy and providing support to persons in need of international protection,999,2016/0407(COD)_3,2,COM
3246,18 The Commission should facilitate and encourage coordination between Member States with a view to enhancing the overall strategic role of the Union through a strong and effective coordinated approach to producer transit and consumer countries,1,2016/0031(COD)_30,1,Council
3247,25 Article 35 is amended as follows,999,2011/0435(COD)_349,2,COM
3248,19 major hazard means a situation with the potential to result in a major accident,999,2011/0309(COD)_109,2,Council
3249,m alternative roaming provider means a home provider different from the operator providing domestic mobile communication services that provides a roaming customer with roaming services via its own network or as a mobile virtual network operator or reseller,999,2011/0187(COD)_28,2,COM
3250,2 Certain aspects concerning contracts for supply of digital content or digital servicesshould be harmonised taking as a base a high level of consumer protection in order toachieve a genuine digital single market to increase legal certainty to reducetransaction costs to build greater confidence amongst European consumers and tomake it easier for businesses especially small and medium sized enterprises SMEs to,999,2015/0287(COD)_5,2,Council
3251,OBLIGATION TO OFFER TRADE DATA ON A SEPARATE AND REASONABLE COMMERCIAL BASIS,999,2011/0296(COD)_218,2,COM
3252,HAVE ADOPTED THIS DIRECTIVE,999,2012/0061(COD)_91,2,COM
3253,where,999,2011/0202(COD)_2719,2,Council
3254,,999,2010/0250(COD)_550,2,Council
3255,1 Systematic internalisers shall be allowed to decide on the basis of their commercial policy and in an objective non discriminatory way the clients to whom they give access to their quotes To that end there shall be clear standards for governing access to their quotes Systematic internalisers may refuse to enter into or discontinue business relationships with clients on the basis of commercial considerations such as the client credit status the counterparty risk and the final settlement of the transaction,999,2011/0296(COD)_251,2,Council
3256,4 European Marine Observation and Data Network means a network that integrates national marine observation and data programmes into a common and accessible European resource,999,2011/0380(COD)_20,2,EP
3257,Member States shall ensure that the holder of parental responsibility or another appropriate adult as referred to in Article 5 have access to the court hearings involving the child,1,2013/0408(COD)_138,1,COM
3258,1 Each ELTIF shall adopt an itemised schedule for the orderly disposal of its assets in order to redeem investors after the end of life of the ELTIF,0,2013/0214(COD)_240,0,COM
3259,1 The power to adopt delegated acts is conferred on the Commission subject to the conditions laid down in this Article,1,2015/0149(COD)_321,1,Council
3260,d the list and full text of the criteria and procedures referred to in paragraph 3,999,2012/0358(COD)_285,2,COM
3261,Amendment 28 4a Where the opinion of the committee is to be obtained by written procedure that procedure shall be terminated without result when within the time limit for delivery of the opinion the chair of the committee so decides or a majority of committee members so request,999,2011/0263(COD)_98,2,EP
3262,b metals means metals containing or consisting of tin tantalum tungsten and gold as set out in the Part B of Annex I,999,2014/0059(COD)_41,2,Council
3263,d p romoting new distribution modes in order to allow the emergence of new business models,999,2011/0370(COD)_160,2,Council
3264,2 Member States shall ensure the provision of the data referred to in paragraph 1 to the EMSWe ship database on the basis of the data submitted by declarants to the maritime National Single Window,1,2018/0139(COD)_213,1,Council
3265,4 In the event of a disagreement between the applicant and the requested authority the applicant authority or the requested authority shall without delay refer the matter to the Commission which shall issue an opinion Where the matter is not referred to it the Commission may of its own motion issue an opinion,1,2016/0148(COD)_221,1,COM
3266,1 the stocks concerned means the stocks provided for in Article 1 2,999,2018/0050(COD)_91,2,COM
3267,Amendment 131 There are still uncertainties surrounding the human health and environmental implications of endocrine disruptors mixtures chemicals in products and nanomaterials Filling these gaps can accelerate decision making and enable the further development of the chemicals acquis to better target areas of concern while stimulating more sustainable use of chemicals An improved understanding of the environmental factors affecting human health would allow preventive policy actions to be taken,999,2012/0337(COD)_190,2,COM
3268,s where applicable any relevant interoperability of digital content and digital services with hardware and software that the trader is aware of or can reasonably be expected to have been aware of,999,2018/0090(COD)_104,2,COM
3269,59 Since the objective of this Regulation namely the establishment of an entity responsible for law enforcement cooperation at Union level cannot be sufficiently achieved by the Member States and can therefore by reason of the scale and effects of the action be better achieved at Union level the Union may adopt measures in accordance with the principle of subsidiarity as set out in Article 5 of the Treaty on European Union In accordance with the principle of proportionality as set out in that Article this Regulation does not go beyond what is necessary to achieve that objective,1,2013/0091(COD)_99,1,Council
3270,1 Websites that meet harmonised standards or parts thereof the references of which have been drawn up and published by the Commission in the Official Journal of the European Union in accordance with Regulation EU No 1025 2012 shall be presumed to be in conformity with the web accessibility requirements set out in Article 3,1,2012/0340(COD)_89,1,Council
3271,3 Paragraph 1 shall also apply to significant increases of capacity in existing interconnectors,999,2016/0379(COD)_797,2,COM
3272,3 The amendments to the Stability and Growth Pact increase both the guidance and for the Member States whose currency is the euro reinforced and more automatic sanctions for non compliance with a prudent budgetary policy while avoiding excessive government deficits These provisions have created a more robust framework at the level of the Union for the surveillance of national economic policies but deeper coordination of economic policy and incentives for compliance is needed,0,2011/0386(COD)_11,0,EP
3273,Article 3 Translation arrangements for the European patent with unitary effect,999,2011/0093(COD)_176,2,Council
3274,In the case of institutions that benefit from exceptional government intervention the following principles shall apply in addition to and under the same conditions as those set out in Article 88 2 a variable remuneration is strictly limited as a percentage ofnet revenue where it is inconsistent with the maintenance of a sound capital base and timely exit from government support,999,2011/0203(COD)_678,2,Council
3275,Recital 8,999,2018/0336(COD)_27,2,COM
3276,2 Product Contact Points shall provide the following information online,999,2017/0354(COD)_192,2,EP
3277,10 If the Commission finds that a refusal to recognise a guarantee of origin is unfounded the Commission may adopt a decision requiring the Member State in question to recognise it,1,2016/0382(COD)_440,1,COM
3278,1 Member States shall submit to the Commission three years after the date of entry into force of this Regulation and every five years thereafter a report on the application of this Regulation,1,2012/0278(COD)_284,1,COM
3279,nn ensure annual publication of the list of competent authorities authorised to search directly the data contained in SIS II pursuant to Article 31 8 of Regulation EC No1987 2006 and Article 46 8 of Decision 2007 533 JHA together with the list of Offices ofthe national systems ofSIS II N SIS II andSIRENE Bureaux as referred to in Article 7 3 of Regulation EC No1987 2006 and Article 7 3 of Decision 2007 533 JHA respectively orby to Article 36 8 of Regulation XX of XX of the European Parliament and of the Council on the establishment operation and use of the Schengen Information System SIS in the field of border checks amending Regulation EU No 515 2014 and repealing Regulation EC No 1987 2006 and by to Article 53 8 of Regulation XX of XX of the European Parliament and of the Council on the establishment operation and use of the Schengen Information System SIS in the field of police cooperation and judicial cooperation in criminal matters amending Regulation EU No 515 2014 and repealing Regulation EC No 1986 2006 Council Decision 2007 533 JHA and Commission Decision 2010 261 EU together with the list of Offices of the national systems of SIS II N SIS II and SIRENEBureaux as referred to in Article 7 3 of Regulation XX of XX of the European Parliament and of the Council on the establishment operation and use of the Schengen Information System SIS in the field of border checks and Article 7 3 of Regulation XX of XX of the European Parliament and of the Council on the establishment operation and use of the Schengen Information System SIS in the field of police cooperation and judicial cooperation in criminal matters respectively as well as thelist of competent authorities pursuant to Article 8 2 of Regulation EU XX XXXX establishing the EES the list of competent authorities pursuant to Article 11 of Regulation EU XX XXXX establishing the ETIAS and the list of competent authorities pursuant to Article 32 of Regulation XX XXX establishing ECRIS TCN,999,2017/0145(COD)_299,2,Council
3280,Acting in accordance with the ordinary legislative procedure,999,2013/0157(COD)_8,2,COM
3281,This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union,999,2010/0374(COD)_89,2,COM
3282,12c Variable Net Asset Value Money Market Fund or VNAV MMF means a MMF that complies with the specific requirements laid down in Articles 26 27 and 28 1,999,2013/0306(COD)_32,2,Council
3283,c the nature of the remuneration received in relation to the contract,999,2017/0143(COD)_482,2,EP
3284,a responsibilities for animal health provided for in Chapter 3 of Part I Articles 9 to 15,999,20130136(COD)_trilogue1_art230-262_348,2,Council
3285,Article 3 Objective The objective of the EU Aid Volunteers shall be to express the Union s humanitarian values and solidarity with people in need through the promotion of an effective and visible EU Aid Volunteers initiative which contributes to strengthening the Union s capacity to respond to humanitarian crises and to building the capacity and resilience of vulnerable or disaster affected communities in third countries,1,2012/0245(COD)_34,1,COM
3286,W hen Member States adopt those provisions they shall contain a reference to this Directive or shall be accompanied by such a reference on the occasion of their official publication The methods of making such reference shall be laid down by Member States,1,2018/0162(COD)_166,1,COM
3287,b the electricity is produced by a newly constructed installation that became operational after 25 June 2009 or by the increased capacity of an installation that was refurbished after that date under a joint project as referred to in paragraph 1 and,999,2016/0382(COD)_327,2,COM
3288,i the categories and species of kept animals and products,999,20130136(COD)_trilogue1_art1-81_316,2,COM
3289,3 The Executive Director shall inform the Management Board and the European Data Protection Supervisor of cases where he she applied paragraph 2,999,2013/0091(COD)_521,2,COM
3290,When entrusted with the preparation development or operational management of other large scale IT systems referred to in Article 1 4 the Agency shall perform the tasks conferred on it pursuant to the legislative instrument governing the relevant system as well as tasks relating to training on the technical use of those systems as appropriate,999,2017/0145(COD)_194,2,COM
3291,e any voluntary financial contribution from the Member States,999,2017/0145(COD)_503,2,COM
